Timestamp,TimeIntervalSince1970,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
2020-08-30 17:06:09.0340,1598799969.033690,-0.084342018,0.095285557,-0.434797585,-0.149871767,-0.333206058,-0.963027954
2020-08-30 17:06:09.0350,1598799969.035040,-0.141916111,0.21420902,-0.341331542,-0.125045747,-0.361556947,-0.949691772
2020-08-30 17:06:09.0890,1598799969.089240,-0.087053113,0.292131841,-0.258415371,-0.087875336,-0.329574525,-0.957717896
2020-08-30 17:06:09.0890,1598799969.089280,-0.070835531,0.334835231,-0.157734171,-0.050064087,-0.330612212,-0.962234497
2020-08-30 17:06:09.1170,1598799969.116530,-0.021101797,0.470319539,-0.069188386,-0.073577881,-0.336013824,-0.966262817
2020-08-30 17:06:09.1460,1598799969.146220,-0.003427196,0.606062233,0.038910788,-0.057907134,-0.348068327,-0.986312866
2020-08-30 17:06:09.1760,1598799969.176390,0.070550889,0.725030363,0.090968624,-0.03715517,-0.293289334,-0.984741151
2020-08-30 17:06:09.2060,1598799969.206020,0.0387895,0.804689288,0.117357671,-0.007400546,-0.292541832,-1.010909975
2020-08-30 17:06:09.2360,1598799969.235900,-0.071538076,0.89966166,0.17763494,-0.009277351,-0.263794154,-0.990768373
2020-08-30 17:06:09.2660,1598799969.265820,-0.225865602,0.916041255,0.298171133,0.036300668,-0.2380068,-0.941482484
2020-08-30 17:06:09.2960,1598799969.295710,-0.3413243,0.843348682,0.453519434,0.093246488,-0.209228635,-0.916854858
2020-08-30 17:06:09.3260,1598799969.325750,-0.341169298,0.764678657,0.583404779,0.123504661,-0.160446227,-0.933227479
2020-08-30 17:06:09.3560,1598799969.355610,-0.534060657,0.712319314,0.734502077,0.114990249,-0.152114809,-0.931610107
2020-08-30 17:06:09.3860,1598799969.385620,-1.01817596,0.738066971,0.895784378,0.10443119,-0.143524215,-0.920303345
2020-08-30 17:06:09.4160,1598799969.415540,-1.270149112,0.695123136,1.037400961,0.132324278,-0.137329176,-0.973297119
2020-08-30 17:06:09.4450,1598799969.445450,-1.073625684,0.580000222,1.229060769,0.138519339,-0.034378096,-0.997375488
2020-08-30 17:06:09.4750,1598799969.475450,-0.807482123,0.486675352,1.299966097,0.118743993,-0.038208097,-1.014373779
2020-08-30 17:06:09.5060,1598799969.505630,-0.633532703,0.532693446,1.255299926,0.070083722,-0.066116422,-1.051956177
2020-08-30 17:06:09.5350,1598799969.535390,-0.360255361,0.609754205,1.214234829,0.057190038,-0.098358199,-1.080596924
2020-08-30 17:06:09.5670,1598799969.566700,-0.271354258,0.587571144,1.174095631,0.068557769,-0.11073304,-1.096206665
2020-08-30 17:06:09.5950,1598799969.595420,-0.433791906,0.612890065,1.093241572,0.063446105,-0.13293457,-1.069137573
2020-08-30 17:06:09.6250,1598799969.625150,-0.301495105,0.586141229,1.02415967,0.065765455,-0.127059937,-1.006988525
2020-08-30 17:06:09.6550,1598799969.655220,-0.129845858,0.475209594,0.929231584,0.08593756,-0.076965325,-1.006652832
2020-08-30 17:06:09.6860,1598799969.685550,-0.22614257,0.507107198,0.883443415,0.088760391,-0.051361054,-0.992950439
2020-08-30 17:06:09.7150,1598799969.715080,-0.381702065,0.398159027,0.815075696,0.141723648,-0.064529389,-1.025909424
2020-08-30 17:06:09.7450,1598799969.745130,-0.622672319,0.346027493,0.694151998,0.173690811,-0.023544282,-0.979202271
2020-08-30 17:06:09.7750,1598799969.774950,-0.149572954,0.227935165,0.442881554,0.191207901,0.075561561,-0.990036011
2020-08-30 17:06:09.8050,1598799969.805240,-0.269043446,0.138613552,0.398715645,0.177108765,-0.059890717,-0.928466797
2020-08-30 17:06:09.8350,1598799969.835490,-0.671271801,0.01533356,0.305317223,0.163070694,-0.026473977,-0.911331177
2020-08-30 17:06:09.8650,1598799969.865390,-1.132796764,-0.195095137,0.397852451,0.159729064,-0.05767821,-0.898635864
2020-08-30 17:06:09.8950,1598799969.895030,-0.565239906,-0.42134127,0.369000494,0.140426695,0.072601341,-0.87538147
2020-08-30 17:06:09.9540,1598799969.953550,-0.901636064,-0.501211345,0.591164529,0.034072891,0.085937512,-0.837371826
2020-08-30 17:06:09.9550,1598799969.955460,0.079688728,-0.723233521,0.956780076,0.064483702,0.221359277,-0.955932617
2020-08-30 17:06:09.9840,1598799969.984360,2.704444408,-0.645228684,0.974888325,-0.08386226,0.507736214,-1.013534546
2020-08-30 17:06:10.0150,1598799970.014650,2.088632107,-0.664110243,0.905398726,-0.133529611,-0.487701423,-0.8881073
2020-08-30 17:06:10.0450,1598799970.044600,2.268063307,-0.766460598,0.640818596,-0.212814279,-0.571472242,-0.740066528
2020-08-30 17:06:10.0740,1598799970.074330,1.30785501,-0.695170283,0.518590271,-0.247497514,-0.937408522,-0.860992432
2020-08-30 17:06:10.1040,1598799970.104360,1.529937863,-0.446391732,0.308744431,-0.247634865,-0.437652618,-1.073348999
2020-08-30 17:06:10.1340,1598799970.134140,0.388310462,-0.253721505,0.494452327,-0.280181834,-0.637939483,-1.07270813
2020-08-30 17:06:10.1640,1598799970.164110,-0.179005414,-0.126383051,0.824927926,-0.194961505,-0.427902162,-0.995178223
2020-08-30 17:06:10.1940,1598799970.194050,0.202798143,-0.268806159,0.707605183,-0.174163775,-0.240829438,-0.791183472
2020-08-30 17:06:10.2240,1598799970.223970,0.481215119,-0.641005814,0.786017954,-0.166427576,-0.337173402,-0.733703673
2020-08-30 17:06:10.2540,1598799970.254010,1.349529743,-0.49164173,0.819510579,-0.32669065,-0.533416718,-0.910980225
2020-08-30 17:06:10.2840,1598799970.283890,-0.993781924,-0.452836871,0.556441903,-0.222671468,-0.902786225,-0.884887695
2020-08-30 17:06:10.3140,1598799970.313830,-0.298022091,-0.448368013,0.520537555,-0.195556618,-0.373168975,-0.858825684
2020-08-30 17:06:10.3450,1598799970.344760,0.056746129,-0.352033138,0.391967595,-0.189758278,-0.405105621,-0.897750854
2020-08-30 17:06:10.3740,1598799970.374290,0.105486505,-0.088586316,0.192382991,-0.27261351,-0.505951017,-0.932174683
2020-08-30 17:06:10.4040,1598799970.404100,-0.288057864,0.008045821,-0.074763864,-0.232437164,-0.599823177,-0.967330933
2020-08-30 17:06:10.4350,1598799970.434910,-0.067378484,0.131716236,-0.190091267,-0.292144805,-0.458725154,-0.916290283
2020-08-30 17:06:10.4640,1598799970.463830,-0.466513097,0.166429386,-0.239320725,-0.237976097,-0.538650721,-0.932922304
2020-08-30 17:06:10.4940,1598799970.493980,-0.665378213,0.195306957,-0.283777982,-0.245437644,-0.389908046,-0.952133119
2020-08-30 17:06:10.5240,1598799970.523600,-0.629900396,0.187851936,-0.239444092,-0.232788093,-0.345260799,-0.970581055
2020-08-30 17:06:10.5540,1598799970.553610,-0.404476881,0.141279936,-0.263022006,-0.193374664,-0.271576107,-0.992248535
2020-08-30 17:06:10.5830,1598799970.583480,-0.208444268,0.063593857,-0.369710803,-0.139907867,-0.252136469,-0.959854066
2020-08-30 17:06:10.6140,1598799970.613560,-0.091595404,0.037214711,-0.388770491,-0.161499046,-0.274536341,-0.989883423
2020-08-30 17:06:10.6430,1598799970.643250,0.05848597,0.090304255,-0.326565355,-0.177124038,-0.28312698,-1.000350952
2020-08-30 17:06:10.6740,1598799970.673990,0.142365947,0.145673811,-0.329146028,-0.159820542,-0.287445158,-0.983444214
2020-08-30 17:06:10.7030,1598799970.703320,0.27265045,0.159824029,-0.411196649,-0.14331051,-0.301208496,-0.929733276
2020-08-30 17:06:10.7330,1598799970.733080,0.355989277,0.124328308,-0.530970752,-0.142242402,-0.272186279,-0.951065123
2020-08-30 17:06:10.7630,1598799970.763070,0.248965889,0.093868673,-0.591540635,-0.176040597,-0.250823885,-0.933990479
2020-08-30 17:06:10.7930,1598799970.792830,0.253257841,0.085819393,-0.60241276,-0.170715287,-0.217330873,-0.932830811
2020-08-30 17:06:10.8230,1598799970.822910,0.319620371,-0.02564339,-0.627883732,-0.135971017,-0.222274661,-0.928161681
2020-08-30 17:06:10.8530,1598799970.852570,0.247374386,-0.074272536,-0.684482455,-0.127609201,-0.2624816,-0.970474243
2020-08-30 17:06:10.8830,1598799970.882530,0.083724484,-0.14196822,-0.719219148,-0.093017519,-0.338500887,-0.963317931
2020-08-30 17:06:10.9130,1598799970.912530,0.308713913,-0.13742137,-0.665175617,-0.091690011,-0.307037264,-0.979721069
2020-08-30 17:06:10.9430,1598799970.942530,0.220922813,-0.137837887,-0.69212079,-0.071304284,-0.358444184,-0.997970641
2020-08-30 17:06:10.9720,1598799970.972440,0.325668126,-0.054469138,-0.639235973,-0.080413774,-0.306167454,-0.970230103
2020-08-30 17:06:11.0030,1598799971.002690,0.447335184,-0.012669003,-0.602963984,-0.04432673,-0.272659212,-0.976242065
2020-08-30 17:06:11.0330,1598799971.032980,0.354492605,0.020309633,-0.601241112,-0.025970396,-0.34036234,-0.99810791
2020-08-30 17:06:11.0630,1598799971.062630,0.027496632,0.032875091,-0.547793806,-0.011840757,-0.395232946,-0.92767334
2020-08-30 17:06:11.0920,1598799971.092460,0.080419503,-0.031158842,-0.516273618,0.021942198,-0.282211035,-0.934204161
2020-08-30 17:06:11.1220,1598799971.122400,0.033147328,-0.081772923,-0.510921955,0.005935743,-0.337096781,-0.91305548
2020-08-30 17:06:11.1520,1598799971.152470,-0.212975368,-0.10998144,-0.552798748,0.005081255,-0.402770549,-0.905166745
2020-08-30 17:06:11.1820,1598799971.182240,-0.335778773,-0.117000334,-0.647708774,0.006195124,-0.367629647,-0.948669493
2020-08-30 17:06:11.2120,1598799971.212040,-0.292420387,-0.070154399,-0.730492234,0.011047412,-0.388946325,-0.938461363
2020-08-30 17:06:11.2420,1598799971.242320,-0.137355715,-0.059058029,-0.786575973,0.013320956,-0.368514895,-0.926147461
2020-08-30 17:06:11.2720,1598799971.272140,-0.099017099,-0.083479345,-0.842428088,0.041580227,-0.379211366,-0.927764952
2020-08-30 17:06:11.3030,1598799971.303450,-0.092737898,-0.16584067,-0.860269904,0.054885895,-0.331710905,-0.953231812
2020-08-30 17:06:11.3320,1598799971.332260,-0.191386193,-0.209861025,-0.845479369,0.048522976,-0.335998714,-0.963928223
2020-08-30 17:06:11.3620,1598799971.362040,-0.302008837,-0.222715214,-0.854771614,0.051986722,-0.325592369,-1.004943788
2020-08-30 17:06:11.3920,1598799971.392480,-0.094852448,-0.27423653,-0.876164317,0.083282502,-0.326401234,-1.00668329
2020-08-30 17:06:11.4220,1598799971.422270,0.287779063,-0.358556569,-0.921687126,0.08163456,-0.295517534,-0.993057132
2020-08-30 17:06:11.4520,1598799971.451770,0.132039815,-0.353517562,-1.063596368,0.046768227,-0.352005631,-1.022277713
2020-08-30 17:06:11.4820,1598799971.481810,-0.547489405,-0.326503754,-1.14746356,0.06280521,-0.401596576,-1.061691165
2020-08-30 17:06:11.5120,1598799971.511850,-0.664360881,-0.275564879,-0.932294667,-0.008651692,-0.340012074,-1.044067323
2020-08-30 17:06:11.5420,1598799971.541860,-0.656716049,-0.280381769,-0.796206236,0.030044591,-0.337692708,-1.031722963
2020-08-30 17:06:11.5720,1598799971.571590,-0.327049196,-0.311713904,-0.685153425,0.042999301,-0.390945762,-1.038803041
2020-08-30 17:06:11.6040,1598799971.603880,0.380247742,-0.291275471,-0.70866251,0.044754055,-0.353897482,-1.009384096
2020-08-30 17:06:11.6320,1598799971.632160,0.940380573,-0.272057921,-0.754264057,0.010803242,-0.444702506,-0.928832948
2020-08-30 17:06:11.6620,1598799971.661640,1.51651454,-0.324788779,-0.800061643,-0.020996075,-0.38882488,-0.872024477
2020-08-30 17:06:11.6920,1598799971.691820,1.591723442,-0.34637484,-0.769848764,-0.047012317,-0.486420214,-0.991989017
2020-08-30 17:06:11.7210,1598799971.721290,1.287294865,-0.010164743,-0.748027444,-0.124725324,-0.624603927,-1.004073977
2020-08-30 17:06:11.7510,1598799971.751320,1.341700315,0.338738382,-0.83148849,-0.224060005,-0.437500745,-0.933379948
2020-08-30 17:06:11.7810,1598799971.781070,1.105489135,0.615826011,-0.832696378,-0.173293978,-0.506562054,-0.987243474
2020-08-30 17:06:11.8110,1598799971.811250,0.87411207,0.828199506,-0.793310583,-0.168563686,-0.55625999,-0.828613043
2020-08-30 17:06:11.8410,1598799971.841040,0.944838703,0.832032263,-0.698544025,-0.090698026,-0.492386758,-0.780090094
2020-08-30 17:06:11.8740,1598799971.873660,0.848894894,0.822317958,-0.696627378,-0.053039283,-0.561890602,-0.750228584
2020-08-30 17:06:11.9010,1598799971.900970,0.485112399,0.718322635,-0.589709878,0.010589913,-0.567688942,-0.664733589
2020-08-30 17:06:11.9310,1598799971.930970,0.752983034,0.609378457,-0.480916888,0.029968649,-0.47017014,-0.658385873
2020-08-30 17:06:11.9620,1598799971.961590,0.598344445,0.796680391,-0.519500375,0.073898792,-0.650620759,-0.742187023
2020-08-30 17:06:11.9910,1598799971.990780,0.258295745,1.04924047,-0.53707099,0.042587787,-0.662903965,-0.769134104
2020-08-30 17:06:12.0240,1598799972.023920,0.614083707,1.170890927,-0.397769451,0.108795673,-0.613923073,-0.738967478
2020-08-30 17:06:12.0510,1598799972.050990,1.116801381,1.001780033,-0.358116627,0.163910449,-0.495774329,-0.639358044
2020-08-30 17:06:12.0810,1598799972.080720,0.652534962,0.908190012,-0.498907775,0.195877612,-0.62844938,-0.582839549
2020-08-30 17:06:12.1100,1598799972.110250,0.24085924,0.878385782,-0.64775455,0.250137985,-0.69081229,-0.772201002
2020-08-30 17:06:12.1410,1598799972.140500,0.77936399,0.718668103,-0.550866306,0.310257703,-0.458939731,-0.783995986
2020-08-30 17:06:12.1710,1598799972.170840,0.686186671,0.536900818,-0.448957235,0.413330823,-0.630234897,-0.745971143
2020-08-30 17:06:12.2000,1598799972.200340,0.336001456,0.376307368,-0.406770736,0.547608197,-0.703049898,-0.705748916
2020-08-30 17:06:12.2300,1598799972.230320,0.435459077,0.05854366,-0.388295799,0.633057415,-0.562363744,-0.435866714
2020-08-30 17:06:12.2610,1598799972.260670,0.368065387,-0.294722259,-0.326863319,0.70306471,-0.498642981,-0.221785903
2020-08-30 17:06:12.2900,1598799972.290150,0.249541938,-0.548044086,-0.203082934,0.721253335,-0.442094147,-0.191985428
2020-08-30 17:06:12.3210,1598799972.321030,-0.296532303,-0.387821347,-0.265716463,0.665833324,-0.639588475,-0.323912978
2020-08-30 17:06:12.3510,1598799972.350720,0.030916397,-0.028495414,-0.404385269,0.620697767,-0.512803137,-0.485579848
2020-08-30 17:06:12.3800,1598799972.380030,0.27899465,0.074420355,-0.442831904,0.630921185,-0.443650305,-0.482009292
2020-08-30 17:06:12.4100,1598799972.410060,-0.029887032,0.077542424,-0.341605783,0.645279646,-0.519028664,-0.538695753
2020-08-30 17:06:12.4410,1598799972.440790,-0.342273176,0.020167243,-0.177223414,0.664124191,-0.58020103,-0.607039928
2020-08-30 17:06:12.4700,1598799972.469770,-0.324862748,0.019117735,-0.081527874,0.649796039,-0.633698165,-0.667068124
2020-08-30 17:06:12.5000,1598799972.499630,0.063282058,0.113062911,-0.069438167,0.612930864,-0.630249619,-0.724975169
2020-08-30 17:06:12.5300,1598799972.529860,0.204996049,0.185280532,-0.090419792,0.573670059,-0.649414778,-0.712127268
2020-08-30 17:06:12.5600,1598799972.559850,0.042008195,0.210341394,-0.081274338,0.552292645,-0.664185464,-0.642196119
2020-08-30 17:06:12.5890,1598799972.589400,0.089813799,0.16165185,-0.05736766,0.543625653,-0.58964628,-0.582473159
2020-08-30 17:06:12.6200,1598799972.619500,0.13871263,0.157885239,-0.053971443,0.510666668,-0.597397745,-0.575393081
2020-08-30 17:06:12.6500,1598799972.649540,0.100518644,0.122674584,-0.048597619,0.509858012,-0.612564981,-0.557479262
2020-08-30 17:06:12.6790,1598799972.679340,-0.108535506,0.106348865,-0.047394484,0.50080955,-0.64268589,-0.574675858
2020-08-30 17:06:12.7090,1598799972.709110,-0.135104805,0.068643205,-0.016026059,0.485657632,-0.614426613,-0.591994584
2020-08-30 17:06:12.7390,1598799972.739110,0.075524874,0.050888442,0.020766919,0.483429849,-0.584382176,-0.583861589
2020-08-30 17:06:12.7690,1598799972.769000,0.094879404,0.081304811,0.01112561,0.486146092,-0.649186432,-0.608855367
2020-08-30 17:06:12.7990,1598799972.798920,0.094308153,0.106307365,-0.00444749,0.480149627,-0.643159449,-0.617064476
2020-08-30 17:06:12.8290,1598799972.829330,-0.003568344,0.096976623,0.006735617,0.486817658,-0.641572416,-0.574370444
2020-08-30 17:06:12.8590,1598799972.858990,-0.018168058,0.03618611,0.026590567,0.494156957,-0.626603425,-0.555602252
2020-08-30 17:06:12.8890,1598799972.888780,-0.049428508,-0.004109692,0.046246618,0.507600009,-0.650422454,-0.565047383
2020-08-30 17:06:12.9190,1598799972.919030,-0.156913966,-0.022099476,0.030753318,0.506806552,-0.687852263,-0.560027182
2020-08-30 17:06:12.9490,1598799972.948640,-0.107703798,-0.024359126,0.017664127,0.502991796,-0.651841462,-0.567671895
2020-08-30 17:06:12.9790,1598799972.978970,0.033253852,0.007181978,-0.004015621,0.496903539,-0.62024051,-0.589186788
2020-08-30 17:06:13.0090,1598799973.009160,0.008373537,0.057692647,-0.019877674,0.502289951,-0.635697722,-0.595931172
2020-08-30 17:06:13.0390,1598799973.039010,-0.013938427,0.067355171,-0.012413766,0.524033666,-0.627457917,-0.599257588
2020-08-30 17:06:13.0680,1598799973.068350,-0.098309502,0.096099198,-0.028369106,0.522828221,-0.649201691,-0.576964557
2020-08-30 17:06:13.0980,1598799973.098280,0.027457219,0.05711465,-0.027531143,0.543274879,-0.619568944,-0.560363054
2020-08-30 17:06:13.1280,1598799973.128400,0.024487793,0.028622868,-0.013459894,0.540741861,-0.634049475,-0.564299881
2020-08-30 17:06:13.1580,1598799973.158130,-0.065860748,0.034691323,0.00406131,0.540100932,-0.648056984,-0.564467728
2020-08-30 17:06:13.1880,1598799973.188050,0.001624288,0.028651364,0.026864396,0.550171733,-0.605500162,-0.571593583
2020-08-30 17:06:13.2180,1598799973.218230,-0.035874616,0.054162048,0.02792643,0.542679608,-0.619294047,-0.571593642
2020-08-30 17:06:13.2480,1598799973.248060,-0.047006629,0.049801521,0.037096322,0.550385118,-0.60540843,-0.555312693
2020-08-30 17:06:13.2780,1598799973.277850,-0.103040606,0.043744605,0.045684103,0.553696215,-0.621124864,-0.545592844
2020-08-30 17:06:13.3080,1598799973.307810,0.038286697,0.04541019,0.047187399,0.552094042,-0.58047545,-0.544982493
